University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,SGPA_CGPA_Gap,Study_Intensity,Total_Learning_Hours,Social_Study_Ratio
2021,Male,20,2020,BCSE,4,No,No,1,1,Online,Yes,Yes,3,Intermediate,90,No,No,No,Web development,2,Software,Single,Yes,Family,No,3.85,No,3.92,34,40000,0.06999999999999984,1,3,2.727272727272727
2021,Female,20,2019,BCSE,4,Yes,Yes,3,3,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,2.68,No,2.68,23,100000,0.0,9,5,0.6451612903225806
2021,Female,21,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,3.18,No,3.18,11,62488,0.0,6,6,0.3225806451612903
2019,Female,24,2018,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Web development,2,Data Science,Married,No,Family,No,3.39,No,3.4,128,5000,0.009999999999999787,2,4,0.47619047619047616
2021,Female,20,2020,BCSE,4,No,No,4,1,Online,Yes,Yes,4,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,Yes,2.98,No,3.38,25,60000,0.3999999999999999,4,6,0.9756097560975611
2021,Female,21,2020,BCSE,2,No,No,9,2,Offline,Yes,Yes,3,Intermediate,97,Yes,No,No,Programming,5,Software,Single,No,Family,No,3.7,No,3.15,23,50000,-0.5500000000000003,18,14,0.32967032967032966
2018,Female,23,2017,BCSE,14,No,Yes,1,2,Offline,Yes,Yes,2,Advance,80,Yes,No,Yes,Programming,2,Machine Learning,Married,No,Family,No,3.25,No,2.95,130,40000,-0.2999999999999998,2,3,1.8181818181818181
2021,Male,19,2020,BCSE,3,No,Yes,2,1,Online,Yes,Yes,3,Basic,85,No,No,No,Programming,1,Software,Single,No,Family,No,3.03,No,3.21,25,30000,0.18000000000000016,2,3,1.4285714285714286
2021,Female,22,2020,BCSE,5,No,No,2,2,Offline,Yes,Yes,3,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.1,No,3.18,48,50000,0.08000000000000007,4,3,1.4285714285714286
2022,Female,21,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.7,No,3.7,12,120000,0.0,2,3,1.4285714285714286
2022,Male,21,2020,BCSE,2,Yes,Yes,9,2,Offline,Yes,Yes,6,Intermediate,70,Yes,No,Yes,Programming,4,Software,Single,Yes,Family,No,4.0,No,4.0,12,30000,0.0,18,13,0.6593406593406593
2021,Male,19,2020,BCSE,3,Yes,Yes,1,1,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.18,No,3.45,23,62488,0.27,1,2,1.8181818181818181
2021,Female,19,2020,BCSE,3,Yes,Yes,2,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.61,No,3.74,25,40000,0.13000000000000034,4,4,1.4285714285714286
2021,Male,22,2017,BCSE,3,Yes,No,2,1,Online,Yes,Yes,0,Intermediate,70,No,No,No,Programming,1,Software,Single,No,Family,No,3.01,No,3.22,23,70000,0.2100000000000004,2,3,0.0
2021,Female,21,2020,BCSE,3,No,Yes,2,2,Offline,Yes,Yes,5,Basic,80,No,No,No,Programming,2,Software,Single,No,Family,Yes,3.26,No,3.36,23,40000,0.10000000000000009,4,4,2.380952380952381
2016,Male,25,2016,BCSE,19,Yes,No,1,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Web development,2,Software,Single,Yes,Bachelor,No,3.6,No,3.72,130,300000,0.1200000000000001,1,3,1.8181818181818181
2021,Male,20,2019,BCSE,3,No,No,2,3,Offline,Yes,Yes,5,Basic,100,No,No,No,Programming,3,Artificial Intelligence,Single,No,Bachelor,Yes,3.12,No,3.01,23,50000,-0.11000000000000032,6,5,2.380952380952381
2022,Female,20,2020,BCSE,1,Yes,No,4,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Software Development,2,Software,Single,Yes,Bachelor,No,3.93,No,3.93,11,50000,0.0,12,6,0.48780487804878053
2021,Male,20,2020,BCSE,3,Yes,No,5,3,Online,Yes,Yes,6,Advance,95,Yes,No,No,Programming,1,Software,Single,Yes,Bachelor,No,3.0,No,3.55,23,150000,0.5499999999999998,15,6,1.1764705882352942
2019,Male,24,2018,BCSE,9,No,No,1,2,Online,Yes,Yes,3,Basic,70,Yes,No,Yes,Web development,1,Hardware,Single,Yes,Family,No,1.61,No,2.44,40,25000,0.8299999999999998,2,2,2.727272727272727
2020,Male,22,2018,BCSE,6,Yes,Yes,1,1,Online,Yes,Yes,3,Basic,80,No,No,No,Web development,1,Software,Single,No,Family,No,2.79,No,3.15,50,40000,0.3599999999999999,1,2,2.727272727272727
2021,Female,22,2020,BCSE,4,No,No,2,1,Offline,Yes,No,3,Intermediate,98,No,No,No,Programming,2,Software,Single,No,Bachelor,No,3.83,No,3.4,25,40000,-0.43000000000000016,2,4,1.4285714285714286
2018,Male,26,2018,BCSE,12,Yes,Yes,3,1,Online,Yes,Yes,2,Advance,100,No,No,Yes,Web development,3,Hardware,Single,No,Family,No,3.58,No,3.27,130,62488,-0.31000000000000005,3,6,0.6451612903225806
2021,Female,21,2020,BCSE,3,Yes,Yes,3,1,Offline,Yes,Yes,4,Basic,100,No,No,Yes,Web development,2,NETWORKING,Single,No,Family,No,3.39,No,3.19,25,70000,-0.20000000000000018,3,5,1.2903225806451613
2021,Male,20,2020,BCSE,3,Yes,No,3,3,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.38,No,3.37,23,25000,-0.009999999999999787,9,5,0.6451612903225806
2021,Female,19,2020,BCSE,3,Yes,No,3,3,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Web development,2,Data Science,Single,No,Bachelor,Yes,3.03,No,3.15,23,30000,0.1200000000000001,9,5,0.3225806451612903
2022,Male,20,2020,BCSE,1,No,No,3,1,Offline,No,Yes,1,Intermediate,100,No,No,Yes,Nothing,1,Cyber Security,Married,Yes,Family,No,0.0,No,0.0,0,40000,0.0,3,4,0.3225806451612903
2021,Male,21,2020,BCSE,3,Yes,Yes,1,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.65,No,3.7,30,40000,0.050000000000000266,1,2,0.9090909090909091
2019,Female,22,2019,BCSE,9,No,Yes,3,1,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,1,Hardware,Single,No,Family,Yes,3.18,No,2.69,90,30000,-0.4900000000000002,3,4,0.6451612903225806
2022,Male,21,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.78,No,3.15,90,30000,-0.6299999999999999,6,5,0.6451612903225806
2020,Male,24,2017,BCSE,8,Yes,Yes,1,1,Offline,Yes,Yes,4,Intermediate,70,No,No,No,Programming,3,Machine Learning,Relationship,Yes,Family,No,2.56,No,3.38,90,30000,0.8199999999999998,1,4,3.6363636363636362
2021,Male,20,2020,BCSE,3,Yes,No,2,2,Offline,No,Yes,12,Basic,90,No,No,No,learner,0,Software,Single,No,Family,Yes,2.94,No,3.1,24,45000,0.16000000000000014,4,2,5.714285714285714
2021,Female,19,2020,BCSE,3,No,No,3,2,Offline,Yes,Yes,4,Intermediate,77,Yes,No,Yes,Programming,3,Software,Single,No,Family,No,2.36,No,2.88,23,80000,0.52,6,6,1.2903225806451613
2022,Male,21,2021,BCSE,2,Yes,No,3,2,Online,Yes,No,5,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.8,No,3.8,11,30000,0.0,6,5,1.6129032258064515
2021,Male,22,2020,BCSE,3,Yes,No,0,0,Offline,Yes,Yes,15,Basic,80,Yes,No,No,Programming,0,Software,Single,No,Bachelor,No,1.53,No,2.43,23,30000,0.9000000000000001,0,0,150.0
2020,Female,21,2019,BCSE,7,No,Yes,2,2,Online,Yes,Yes,5,Intermediate,80,No,No,Yes,Web development,3,UI/UX,Relationship,No,Family,No,3.0,No,2.91,90,35000,-0.08999999999999986,4,5,2.380952380952381
2021,Female,20,2020,BCSE,3,No,Yes,2,1,Offline,Yes,No,5,Basic,80,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,2.32,No,2.66,23,40000,0.3400000000000003,2,3,2.380952380952381
2022,Male,21,2022,BCSE,1,Yes,Yes,6,2,Online,Yes,Yes,4,Intermediate,90,Yes,No,Yes,Cyber security,1,Software,Single,No,Bachelor,Yes,0.0,Yes,0.0,11,62488,0.0,12,7,0.6557377049180328
2021,Female,21,2019,BCSE,3,Yes,No,3,0,Offline,Yes,Yes,12,Advance,50,No,No,Yes,No skill,0,NETWORKING,Relationship,Yes,Family,Yes,3.37,No,3.15,23,62488,-0.2200000000000002,0,3,3.8709677419354835
2021,Female,22,2020,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,1,Machine Learning,Single,Yes,Bachelor,Yes,2.89,No,3.37,24,50000,0.48,2,3,1.4285714285714286
2021,Female,21,2019,BCSE,3,Yes,Yes,2,3,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,2,Software,Single,No,Family,No,3.17,No,3.15,24,40000,-0.020000000000000018,6,4,0.9523809523809523
2021,Female,20,2020,BCSE,3,Yes,Yes,2,2,Offline,Yes,Yes,5,Basic,100,Yes,No,No,Programming,1,Software,Single,No,Family,Yes,2.26,No,2.31,20,35000,0.050000000000000266,4,3,2.380952380952381
2022,Female,21,2020,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,2,Basic,99,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.65,No,3.65,12,35000,0.0,10,6,0.3921568627450981
2021,Female,22,2019,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,96,No,No,Yes,Programming,1,Machine Learning,Single,No,Family,No,3.03,No,3.02,25,49000,-0.009999999999999787,2,3,0.47619047619047616
2020,Male,22,2018,BCSE,7,Yes,Yes,2,1,Offline,Yes,Yes,4,Basic,80,No,No,Yes,Web development,0,Software,Single,No,Bachelor,Yes,3.93,No,3.44,53,15000,-0.4900000000000002,2,2,1.9047619047619047
2019,Female,22,2018,BCSE,9,No,Yes,4,3,Offline,Yes,Yes,2,Advance,80,No,No,Yes,Programming,2,Data Science,Single,Yes,Family,No,3.0,No,3.09,105,2000000,0.08999999999999986,12,6,0.48780487804878053
2022,Female,20,2021,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,3,Basic,98,No,No,Yes,Programming,0,Software,Single,No,Family,No,0.0,No,0.0,0,62488,0.0,2,2,1.4285714285714286
2022,Male,20,2020,BCSE,2,Yes,Yes,8,4,Offline,Yes,Yes,2,Basic,88,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.45,No,3.45,11,30000,0.0,32,10,0.2469135802469136
2021,Female,21,2020,BCSE,3,Yes,Yes,3,4,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,2.94,No,3.03,23,62488,0.08999999999999986,12,4,0.3225806451612903
2021,Male,21,2019,BCSE,3,Yes,Yes,8,2,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Programming,4,Software,Relationship,Yes,Family,No,3.93,No,3.95,25,50000,0.020000000000000018,16,12,0.1234567901234568
2021,Male,21,2019,BCSE,3,Yes,Yes,1,1,Online,Yes,Yes,2,Intermediate,85,No,No,No,Programming,2,Data Science,Single,Yes,Family,Yes,3.86,No,3.84,24,50000,-0.020000000000000018,1,3,1.8181818181818181
2022,Male,20,2020,BCSE,3,No,Yes,4,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Programming,1,Software,Single,No,Family,No,2.93,No,2.84,26,30000,-0.0900000000000003,8,5,0.48780487804878053
2021,Male,20,2020,BCSE,4,Yes,No,5,3,Online,Yes,Yes,1,Intermediate,80,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.06,No,3.08,36,7000,0.020000000000000018,15,7,0.19607843137254904
2022,Female,21,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,7,Advance,100,No,No,Yes,Cyber security,0,Software,Single,No,Family,No,0.0,No,0.0,0,50000,0.0,2,2,3.333333333333333
2020,Female,21,2018,BCSE,8,Yes,Yes,0,0,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,4,Software,Single,No,Family,No,3.92,No,3.94,60,50000,0.020000000000000018,0,4,30.0
2021,Male,21,2019,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Web development,1,Software,Single,Yes,Family,No,3.17,No,3.53,25,30000,0.3599999999999999,2,3,0.9523809523809523
2022,Female,20,2020,BCSE,1,Yes,Yes,1,1,Offline,Yes,Yes,3,Basic,95,No,No,No,Programming,1,Software,Single,No,Family,No,3.63,No,3.63,11,35000,0.0,1,2,2.727272727272727
2021,Male,20,2020,BCSE,3,Yes,No,8,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.98,No,3.86,23,20000,-0.1200000000000001,16,10,0.2469135802469136
2021,Female,21,2020,BCSE,4,No,Yes,6,1,Offline,Yes,No,2,Intermediate,97,Yes,No,Yes,Programming,3,Software,Single,Yes,Family,No,3.39,No,2.8,20,40000,-0.5900000000000003,6,9,0.3278688524590164
2021,Female,18,2020,BCSE,2,Yes,No,2,2,Online,Yes,No,3,Intermediate,90,No,No,No,Programming,1,Software,Engaged,No,Bachelor,Yes,3.68,No,3.68,11,40000,0.0,4,3,1.4285714285714286
2022,Male,21,2019,BCSE,2,Yes,No,5,3,Offline,Yes,Yes,4,Basic,90,Yes,No,Yes,Programming,3,Software,Single,Yes,Bachelor,No,3.83,No,3.83,11,20000,0.0,15,8,0.7843137254901962
2020,Male,22,2019,BCSE,8,No,No,3,1,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.64,No,3.74,87,50000,0.10000000000000009,3,5,1.2903225806451613
2021,Male,20,2020,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Cyber security,Single,No,Family,No,2.96,No,3.38,25,25000,0.41999999999999993,2,3,0.47619047619047616
2020,Male,22,2019,BCSE,6,No,Yes,3,2,Offline,Yes,Yes,1,Intermediate,100,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,2.25,No,3.15,60,20000,0.8999999999999999,6,5,0.3225806451612903
2020,Male,19,2020,BCSE,2,Yes,No,5,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,2,Data Science,Single,Yes,Bachelor,Yes,3.8,No,3.8,11,20000,0.0,5,7,0.3921568627450981
2021,Female,20,2018,BCSE,3,Yes,Yes,1,2,Online,Yes,Yes,5,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.49,No,3.5,23,30000,0.009999999999999787,2,2,4.545454545454545
2021,Male,21,2021,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,2,Intermediate,60,No,No,No,Programming,1,Software,Single,No,Family,No,2.11,No,3.0,26,50000,0.8900000000000001,2,3,0.9523809523809523
2021,Male,20,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Intermediate,99,Yes,Yes,Yes,Programming,1,Software,Single,No,Family,No,3.42,No,3.42,11,20000,0.0,3,4,0.9677419354838709
2020,Female,23,2019,BCSE,7,Yes,No,5,2,Offline,Yes,Yes,6,Intermediate,99,No,No,Yes,Basic knowledge,2,NETWORKING,Engaged,Yes,Bachelor,Yes,3.96,No,3.93,76,12500,-0.029999999999999805,10,7,1.1764705882352942
2018,Male,23,2017,BCSE,12,No,Yes,7,3,Offline,Yes,Yes,2,Intermediate,90,Yes,No,Yes,Web development,4,Software,Single,No,Bachelor,No,2.86,No,3.26,125,15000,0.3999999999999999,21,11,0.28169014084507044
2022,Male,21,2020,BCSE,2,No,No,5,3,Offline,Yes,No,4,Basic,60,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,0.5,No,0.5,11,5000,0.0,15,6,0.7843137254901962
2022,Female,20,2020,BCSE,1,No,No,5,2,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.5,No,3.5,0,20000,0.0,10,6,0.5882352941176471
2022,Male,20,2020,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,1,Software,Single,No,Family,No,2.52,No,2.52,12,50000,0.0,2,2,1.8181818181818181
2021,Male,21,2019,BCSE,3,No,Yes,4,1,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,3,Full stack web development,Single,No,Family,No,3.72,No,3.71,25,60000,-0.010000000000000231,4,7,0.48780487804878053
2019,Female,22,2018,BCSE,11,Yes,No,5,2,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,System analysis,1,Hardware,Relationship,Yes,Family,No,2.8,No,3.35,120,68000,0.5500000000000003,10,6,0.3921568627450981
2020,Female,21,2019,BCSE,6,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,99,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.98,No,3.99,58,40000,0.010000000000000231,6,4,0.6451612903225806
2021,Male,20,2019,BCSE,3,No,No,4,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Bachelor,Yes,3.68,No,3.61,24,40000,-0.07000000000000028,8,6,0.7317073170731708
2021,Male,21,2019,BCSE,3,Yes,No,1,1,Offline,Yes,Yes,5,Intermediate,90,No,No,No,Programming,1,Software,Single,No,Family,Yes,3.03,No,2.94,25,50000,-0.08999999999999986,1,2,4.545454545454545
2019,Female,22,2017,BCSE,11,No,No,3,2,Offline,Yes,Yes,4,Intermediate,95,No,No,Yes,Web development,1,Machine Learning,Single,No,Family,Yes,3.34,No,3.18,120,40000,-0.1599999999999997,6,4,1.2903225806451613
2021,Female,21,2020,BCSE,2,Yes,Yes,8,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Software Development,1,Software,Single,Yes,Family,No,3.39,No,3.39,12,50000,0.0,16,9,0.2469135802469136
2019,Female,23,2018,BCSE,11,No,Yes,3,2,Offline,Yes,Yes,3,Intermediate,96,No,No,Yes,Web development,2,Software,Single,No,Family,No,3.78,No,3.55,141,18000,-0.22999999999999998,6,5,0.9677419354838709
2019,Male,24,2019,BCSE,5,No,Yes,2,2,Offline,Yes,Yes,8,Basic,100,Yes,No,Yes,Programming,8,Creating a game using a program language,Single,No,Family,No,1.05,No,2.97,42,62488,1.9200000000000002,4,10,3.8095238095238093
2021,Female,20,2020,BCSE,3,No,No,2,3,Offline,Yes,Yes,4,Basic,85,Yes,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,2.06,No,2.2,23,25000,0.14000000000000012,6,4,1.9047619047619047
2022,Female,20,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,95,No,No,No,Programming,2,Software,Single,No,Family,No,3.67,No,3.67,11,45000,0.0,3,5,0.9677419354838709
2021,Female,19,2020,BCSE,2,No,Yes,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,3,Artificial Intelligence,Single,Yes,Family,No,3.78,No,3.78,11,40000,0.0,10,8,0.5882352941176471
2020,Female,20,2019,BCSE,7,Yes,No,1,1,Online,Yes,Yes,1,Intermediate,75,Yes,No,No,No skills,1,Machine Learning,Relationship,Yes,Family,Yes,1.63,No,2.61,79,60000,0.98,1,2,0.9090909090909091
2021,Male,21,2020,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,6,Basic,70,No,No,Yes,Programming,2,UI/UX,Single,Yes,Bachelor,No,3.17,No,3.39,22,40000,0.2200000000000002,2,4,2.857142857142857
2021,Female,20,2019,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Memorizing,3,Data Science,Single,No,Family,Yes,3.82,No,3.91,23,100000,0.0900000000000003,2,5,0.9523809523809523
2022,Male,22,2020,BCSE,2,No,No,2,1,Offline,Yes,No,4,Basic,100,No,No,Yes,Nothing,0,Software,Single,No,Bachelor,No,2.55,No,2.55,11,40000,0.0,2,2,1.9047619047619047
2021,Male,22,2019,BCSE,3,Yes,Yes,2,3,Online,Yes,Yes,2,Intermediate,92,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.79,No,3.89,23,35000,0.10000000000000009,6,3,0.9523809523809523
2022,Male,20,2020,BCSE,1,Yes,No,2,1,Offline,Yes,No,3,Basic,99,No,No,No,Programming,0,Software,Relationship,Yes,Bachelor,No,4.0,No,4.0,10,20000,0.0,2,2,1.4285714285714286
2019,Female,23,2017,BCSE,11,No,Yes,3,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,3.76,No,3.62,120,33000,-0.13999999999999968,6,5,0.6451612903225806
2020,Male,21,2019,BCSE,8,Yes,No,5,3,Offline,Yes,Yes,4,Basic,100,No,No,Yes,Web development,2,Machine Learning,Single,Yes,Bachelor,Yes,3.74,No,3.91,88,15000,0.16999999999999993,15,7,0.7843137254901962
2022,Male,20,2020,BCSE,1,Yes,No,1,1,Offline,Yes,Yes,2,Basic,98,No,No,Yes,Trying to learn,2,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,20000,0.0,1,3,1.8181818181818181
2022,Male,20,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,1,Basic,99,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.15,No,3.15,13,20000,0.0,2,4,0.47619047619047616
2021,Female,21,2020,BCSE,3,Yes,No,2,2,Offline,Yes,Yes,4,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Family,No,3.38,No,3.2,23,50000,-0.17999999999999972,4,4,1.9047619047619047
2020,Male,22,2018,BCSE,6,No,No,5,2,Offline,Yes,No,3,Intermediate,90,No,No,Yes,Web development,3,Software,Single,No,Bachelor,No,3.98,No,3.97,58,70000,-0.009999999999999787,10,8,0.5882352941176471
2022,Male,22,2015,BCSE,2,Yes,No,2,2,Online,Yes,Yes,1,Basic,95,Yes,No,Yes,Programming,1,Software,Single,Yes,Bachelor,Yes,2.1,No,2.1,14,25000,0.0,4,3,0.47619047619047616
2020,Female,21,2019,BCSE,8,Yes,No,3,1,Offline,Yes,Yes,5,Intermediate,80,Yes,No,No,Web development,1,Data Science,Single,Yes,Bachelor,No,2.72,No,2.25,62,60000,-0.4700000000000002,3,4,1.6129032258064515
2021,Female,22,2020,BCSE,3,Yes,Yes,3,1,Offline,No,Yes,3,Advance,98,No,No,Yes,Cyber security,4,Artificial Intelligence,Single,No,Family,Yes,3.3,Yes,3.39,23,50000,0.0900000000000003,3,7,0.9677419354838709
2021,Male,21,2020,BCSE,3,Yes,No,4,1,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,4.0,No,3.72,23,30000,-0.2799999999999998,4,7,0.48780487804878053
2022,Male,20,2019,BCSE,2,No,No,2,2,Offline,Yes,Yes,3,Basic,90,No,Yes,Yes,Networking,2,NETWORKING,Single,No,Bachelor,No,3.1,No,3.1,12,20000,0.0,4,4,1.4285714285714286
2021,Female,20,2019,BCSE,3,Yes,No,1,1,Offline,Yes,Yes,3,Advance,90,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,2.56,No,2.01,23,35000,-0.5500000000000003,1,2,2.727272727272727
2020,Female,20,2020,BCSE,2,Yes,Yes,2,3,Offline,Yes,Yes,12,Intermediate,80,No,No,No,Photography,1,Software,Engaged,Yes,Bachelor,Yes,3.21,No,3.21,12,30000,0.0,6,3,5.714285714285714
2022,Female,19,2021,BCSE,1,Yes,Yes,6,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,0.0,No,0.0,0,70000,0.0,12,8,0.3278688524590164
2022,Male,19,2020,BCSE,12,No,No,4,2,Offline,Yes,No,3,Intermediate,75,Yes,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,3.38,No,3.38,14,15000,0.0,8,5,0.7317073170731708
2022,Female,19,2021,BCSE,1,Yes,No,3,2,Offline,Yes,No,2,Basic,92,No,No,No,Programming,1,Software,Single,No,Family,No,3.15,No,3.15,11,50000,0.0,6,4,0.6451612903225806
2022,Male,21,2020,BCSE,2,No,No,1,1,Offline,Yes,Yes,4,Basic,95,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.9,No,3.9,11,30000,0.0,1,3,3.6363636363636362
2022,Male,20,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,98,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.95,No,3.95,12,50000,0.0,2,3,0.47619047619047616
2022,Female,20,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,1,Artificial Intelligence,Single,No,Family,No,3.03,No,3.03,12,90000,0.0,6,4,0.9677419354838709
2018,Female,23,2017,BCSE,14,No,Yes,7,1,Offline,Yes,Yes,5,Intermediate,60,Yes,No,No,Cyber security,2,Artificial Intelligence,Relationship,Yes,Bachelor,Yes,2.59,No,2.56,133,28000,-0.029999999999999805,7,9,0.7042253521126761
2022,Male,20,2020,BCSE,1,Yes,No,3,1,Offline,Yes,No,2,Advance,100,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,30000,0.0,3,5,0.6451612903225806
2021,Female,19,2020,BCSE,3,Yes,Yes,5,2,Offline,Yes,Yes,4,Intermediate,99,No,No,Yes,Programming,3,Software,Single,No,Family,No,3.45,No,3.3,25,25000,-0.15000000000000036,10,8,0.7843137254901962
2022,Male,20,2021,BCSE,2,No,Yes,1,1,Offline,Yes,No,4,Basic,85,No,No,No,Programming,1,Software,Single,Yes,Family,No,3.6,No,3.6,11,40000,0.0,1,2,3.6363636363636362
2022,Female,20,2020,BCSE,2,No,No,6,2,Online,Yes,Yes,1,Basic,98,Yes,No,Yes,Web development,5,Software,Single,Yes,Bachelor,No,3.53,No,3.53,11,40000,0.0,12,11,0.1639344262295082
2020,Female,20,2019,BCSE,8,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,99,No,No,Yes,Programming,1,Machine Learning,Single,Yes,Family,No,3.86,No,3.69,90,50000,-0.16999999999999993,6,4,0.6451612903225806
2022,Female,19,2020,BCSE,2,No,Yes,3,2,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Programming,2,Artificial Intelligence,Single,Yes,Family,No,3.48,No,2.4,11,25000,-1.08,6,5,1.2903225806451613
2021,Male,21,2019,BCSE,5,No,No,2,1,Online,Yes,Yes,1,Intermediate,98,No,No,No,Programming,6,Software,Single,No,Bachelor,No,3.7,No,3.77,54,62488,0.06999999999999984,2,8,0.47619047619047616
